Day,Time,Group,Food Name,Amount,Energy (kcal),Oxalate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Alpha-carotene (µg),Beta-carotene (µg),Beta-cryptoxanthin (µg),Choline (mg),Folate (µg),Lutein+Zeaxanthin (µg),Lycopene (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Fructose (g),Starch (g),Sucrose (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Alanine (g),Arginine (g),Aspartic acid (g),Cystine (g),Glutamic acid (g),Glycine (g),Histidine (g),Hydroxyproline (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Proline (g),Protein (g),Serine (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2024-07-20,10:07 AM,"Staples","Frozen Kale, Organic","98.15 g",35.33,1.67,88.16,0.06,0.14,0.45,0.17,0.06,0.00,9.81,1698.93,25.52,0.49,63.80,4890.67,0.00,143.05,17.47,0.00,1.58,410.75,147.22,0.07,,0.82,24.54,0.53,41.22,141.33,0.98,15.70,0.26,5.20,2.26,0.41,0.28,0.25,1.19,2.86,1.19,0.00,0.09,0.59,0.16,0.00,0.33,0.25,0.15,0.16,0.26,0.04,0.33,0.14,0.17,,0.17,0.20,0.17,0.03,0.15,0.17,2.89,0.12,0.13,0.03,0.10,0.16,"Vegetables and Vegetable Products"
2024-07-20,10:07 AM,"Staples","Frozen Edamame, Green or Immature","36.75 g",44.47,9.92,26.74,0.07,0.06,0.34,0.15,0.04,0.00,0.00,64.31,2.94,20.69,114.30,595.00,0.00,5.48,2.24,0.00,0.25,9.81,23.15,0.13,,0.83,23.52,0.38,62.11,160.23,0.29,2.21,0.50,3.27,1.91,0.04,0.55,0.41,0.80,1.32,1.91,0.00,0.47,0.79,0.23,0.00,0.13,0.66,0.16,0.27,0.50,0.05,0.74,0.16,0.10,,0.11,0.27,0.27,0.05,0.18,0.25,4.38,0.24,0.12,0.05,0.12,0.12,"Vegetables and Vegetable Products"
2024-07-20,10:07 AM,"Staples","Frozen Artichoke Hearts","18.38 g",9.74,1.25,15.45,0.01,0.02,0.20,0.04,0.01,0.00,0.00,1.47,0.00,6.32,16.35,85.26,0.00,0.12,1.36,0.00,0.03,2.72,3.86,0.02,,0.11,7.72,0.04,13.41,52.55,0.04,11.03,0.07,2.20,1.05,0.00,0.00,0.13,0.18,1.12,0.06,0.00,0.00,0.03,0.01,0.00,0.01,0.00,0.04,0.03,0.03,0.00,0.06,0.03,0.02,,0.03,0.05,0.05,0.00,0.04,0.00,0.53,0.04,0.04,0.00,0.02,0.04,"Vegetables and Vegetable Products"
2024-07-20,10:07 AM,"Staples","Frozen Asparagus","36.75 g",6.62,1.65,34.58,0.02,0.04,0.38,0.06,0.01,0.00,0.00,177.51,0.00,7.68,49.61,227.12,8.82,14.79,8.97,0.00,0.39,29.40,6.62,0.04,0.29,0.21,3.68,0.05,18.01,63.21,1.43,1.10,0.15,0.71,0.59,0.06,0.01,0.01,0.12,0.10,0.15,0.00,0.00,0.07,0.04,0.00,0.00,0.00,0.05,0.05,0.13,0.01,0.18,0.04,0.02,,0.04,0.05,0.05,0.01,0.03,0.06,1.08,0.04,0.03,0.01,0.02,0.04,"Vegetables and Vegetable Products"
2024-07-20,10:07 AM,"Staples","Frozen Cauliflower, Organic","98.15 g",18.65,3.24,92.26,0.04,0.05,0.30,0.10,0.09,0.00,0.00,5.89,0.00,32.88,40.24,23.56,0.00,0.49,30.72,0.00,0.06,11.68,16.68,0.02,0.59,0.40,8.83,0.15,23.56,136.42,0.59,17.67,0.13,3.68,2.65,0.33,0.19,0.04,0.76,0.99,0.22,0.00,0.01,0.10,0.03,0.00,0.08,0.00,0.08,0.08,0.19,0.02,0.21,0.05,0.03,,0.06,0.09,0.08,0.02,0.06,0.07,1.58,0.08,0.06,0.02,0.03,0.08,"Vegetables and Vegetable Products"
2024-07-20,10:07 AM,"Staples","Frozen Carrots","49.07 g",18.16,9.03,44.32,0.01,0.02,0.20,0.09,0.04,0.00,1823.57,4023.54,97.66,4.22,5.40,331.74,0.00,415.35,1.13,0.00,0.40,6.67,17.18,0.04,,0.26,5.40,0.08,15.21,94.22,0.29,28.95,0.17,3.79,1.62,0.14,0.15,1.69,2.00,2.06,0.33,0.00,0.02,0.16,0.06,0.00,0.02,0.00,0.03,0.03,0.06,0.03,0.11,0.01,0.01,,0.02,0.03,0.03,0.01,0.02,0.02,0.28,0.02,0.06,0.00,0.01,0.02,"Vegetables and Vegetable Products"
2024-07-20,10:07 AM,"Staples","Frozen Shiitake Mushrooms","30.59 g",10.40,2.51,27.45,0.00,0.07,1.19,0.46,0.09,0.00,0.00,0.00,0.00,6.97,3.98,0.00,0.00,0.00,0.06,5.51,0.00,0.00,0.61,0.04,,0.13,6.12,0.07,34.26,92.99,1.74,2.75,0.32,2.08,0.76,0.00,0.58,0.00,0.73,1.31,0.15,0.00,0.05,0.02,0.03,0.00,0.00,0.02,0.05,0.05,0.09,0.01,0.21,0.04,0.02,,0.03,0.06,0.04,0.01,0.03,0.03,0.69,0.04,0.04,0.00,0.02,0.04,"Vegetables and Vegetable Products"
2024-07-20,10:07 AM,"Staples","Olive Oil","13.00 g",114.92,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,1.87,7.83,0.13,0.00,0.04,0.07,0.00,0.00,0.00,0.13,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,9.48,1.37,1.80,0.02,0.10,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2024-07-20,1:30 PM,"Staples","Walnuts","0.49 g",3.21,0.36,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.06,0.00,0.19,0.48,0.04,0.00,0.00,0.01,0.00,0.00,0.01,0.48,0.01,,0.01,0.78,0.02,1.70,2.17,0.02,0.01,0.02,0.07,0.03,0.00,0.00,0.01,0.01,0.03,0.32,0.00,0.04,0.23,0.03,0.00,0.04,0.19,0.00,0.01,0.01,0.00,0.01,0.00,0.00,,0.00,0.01,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,"Nut and Seed Products"
2024-07-20,1:30 PM,"Staples","Macadamia Nuts, Raw","2.06 g",14.81,0.87,0.03,0.02,0.00,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.92,0.23,0.00,0.00,0.00,0.02,0.00,0.01,0.00,1.75,0.02,,0.08,2.68,0.09,3.88,7.59,0.07,0.10,0.03,0.29,0.18,0.00,0.02,0.09,0.09,0.11,1.56,0.00,1.21,0.03,0.25,0.00,0.00,0.03,0.01,0.03,0.02,0.00,0.05,0.01,0.00,,0.01,0.01,0.00,0.00,0.01,0.01,0.16,0.01,0.01,0.00,0.01,0.01,"Nut and Seed Products"
2024-07-20,1:30 PM,"Staples","Chia Seeds","1.96 g",9.55,4.47,0.11,0.00,0.00,0.12,0.01,0.03,0.00,0.00,0.47,0.10,1.29,0.96,23.06,0.00,0.04,0.03,0.00,0.01,0.07,12.39,0.02,,0.32,7.66,0.05,16.89,7.99,1.08,0.31,0.09,0.83,0.68,0.00,0.12,0.01,0.02,0.15,0.60,0.00,0.05,0.46,0.07,0.00,0.35,0.11,0.02,0.04,0.03,0.01,0.07,0.02,0.01,,0.02,0.03,0.02,0.01,0.02,0.02,0.32,0.02,0.01,0.01,0.01,0.02,"Nut and Seed Products"
2024-07-20,1:30 PM,"Staples","Hemp Seeds, Hulled","0.98 g",5.43,0.13,0.05,0.01,0.00,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.79,1.08,8.78,0.00,0.01,0.00,0.00,0.01,0.06,0.69,0.02,,0.08,6.87,0.07,16.21,11.79,0.25,0.05,0.10,0.09,0.04,0.00,0.00,0.01,0.01,0.05,0.48,0.00,0.05,0.37,0.05,0.00,0.09,0.28,0.02,0.04,0.04,0.01,0.06,0.02,0.01,,0.01,0.02,0.01,0.01,0.01,0.02,0.31,0.02,0.01,0.00,0.01,0.02,"Fats and Oils"
2024-07-20,1:30 PM,"Staples","Organic Diced Tomatoes","35.50 g",8.52,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,,85.91,,2.84,,1.43,0.28,,,,1.15,1.15,0.00,,,,0.00,0.00,,,,,,,,,,,,,,,,,0.29,,,,,,""
2024-07-20,1:30 PM,"Staples","365, Pea Protein, Unflavored, Organic","36.00 g",126.00,,,,,,,,,,,,,,,,,,,,,18.00,,,7.20,,,342.00,,,432.00,,3.60,,,,,0.00,3.60,,,,1.80,,,,,,,,,,,,,,,,,,,27.00,,,,,,"Supplements"
2024-07-20,1:30 PM,"Staples","Mustard Seed, Ground","0.92 g",4.66,0.26,0.05,0.01,0.00,0.04,0.01,0.00,0.00,0.00,0.16,0.00,1.12,1.48,5.21,0.00,0.01,0.07,0.00,0.05,0.05,2.44,0.01,,0.08,3.39,0.02,7.59,6.76,1.91,0.12,0.06,0.26,0.11,0.00,0.08,0.03,0.06,0.15,0.33,0.00,0.21,0.09,0.02,0.00,0.03,0.05,0.01,0.02,0.02,0.01,0.05,0.01,0.01,,0.01,0.02,0.02,0.00,0.01,0.03,0.24,0.01,0.01,0.00,0.01,0.01,""
2024-07-20,1:30 PM,"Staples","Turmeric, Ground","1.06 g",4.71,30.60,0.19,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.74,0.30,0.00,0.00,0.00,0.01,0.00,0.07,0.20,2.53,0.02,,0.83,3.14,0.30,4.51,31.36,0.09,0.41,0.07,1.01,0.34,0.00,0.62,0.03,0.05,0.67,0.05,0.00,0.00,0.01,0.03,,,0.01,0.00,0.01,0.03,0.00,0.02,0.00,0.00,,0.00,0.01,0.00,0.00,0.01,0.01,0.14,0.00,0.00,0.00,0.00,0.01,""
2024-07-20,1:30 PM,"Staples","Black Pepper, Ground","1.35 g",2.78,6.19,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.28,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-20,1:30 PM,"Staples","Cumin, Ground","0.64 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-20,1:30 PM,"Staples","Cayenne, Ground","1.73 g",5.51,4.86,0.14,0.01,0.02,0.15,0.01,0.04,0.00,0.00,378.30,108.29,0.89,1.84,227.90,0.00,36.04,1.32,0.00,0.52,1.39,2.56,0.01,,0.14,2.63,0.03,5.08,34.89,0.15,0.52,0.04,0.98,0.47,0.10,0.00,0.00,0.18,0.51,0.30,0.00,0.05,0.14,0.06,0.00,0.01,0.13,0.01,0.00,0.01,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.01,0.21,0.00,0.00,0.00,0.00,0.00,""
2024-07-20,1:30 PM,"Staples","Whole Body Collagens by Design By Health","12.32 g",42.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42,,,,,,""
2024-07-20,1:30 PM,"Staples","Sunflower Lecithin","1.20 g",6.01,,,,,,,,,,,,39.85,,,,,,,,,3.01,,,0.04,,,32.48,9.62,,0.00,,0.06,,,,,,0.06,0.60,,0.18,0.30,0.12,,,,,,,,,,,,,,,,,,0.00,,,,,,""
2024-07-20,1:30 PM,"Staples","Inulin","1.35 g",2.02,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,1.21,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2024-07-20,1:30 PM,"Staples","Creatine Monohydrate","1.20 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-20,1:30 PM,"Staples","Dulse Flakes","0.67 g",1.60,,,,0.01,,,0.05,0.04,,,,,,,,,,,,,,,79.39,0.17,1.28,,,38.49,,8.02,,0.16,0.16,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,""
2024-07-20,1:30 PM,"Staples","Kuli Kuli Moringa Powder","0.17 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-20,1:30 PM,"Staples","Onion Powder, Simply Organic","0.28 g",0.94,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.18,0.00,0.00,0.00,0.06,0.00,0.00,0.01,1.06,0.00,,0.01,0.31,0.00,0.89,2.73,0.04,0.20,0.01,0.22,0.04,0.00,0.02,0.01,0.02,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,"Spices and Herbs"
2024-07-20,1:30 PM,"Staples","Garlic Powder, Simply Organic","2.00 g",6.63,0.34,0.13,0.01,0.00,0.02,0.01,0.03,0.00,0.00,0.00,0.00,1.35,0.94,0.00,0.00,0.00,0.02,0.00,0.01,0.01,1.58,0.01,,0.11,1.54,0.02,8.29,23.88,0.48,1.20,0.06,1.46,0.18,0.01,1.04,0.04,0.05,1.28,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.04,0.01,0.07,0.01,0.01,,0.01,0.01,0.02,0.00,0.01,0.03,0.33,0.01,0.01,0.00,0.01,0.01,"Spices and Herbs"
2024-07-20,1:30 PM,"Staples","Black Cumin (Nigella Sativa)","0.49 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-20,1:30 PM,"Staples","365, Hemp Protein, Unflavored","12.00 g",48.00,,,,,0.24,,,,,,,,14.00,,,,,,,,20.00,0.30,,2.80,98.00,1.69,212.00,168.00,,,1.48,2.80,2.40,,,,0.40,0.40,1.20,,,0.80,,,,,0.21,0.68,0.62,0.14,0.97,0.23,0.10,,0.23,0.41,0.23,0.15,0.29,0.30,6.00,0.30,0.24,0.06,0.13,0.29,"Supplements"
2024-07-20,1:30 PM,"Staples","Frozen Broccoli Florets, Organic","147.22 g",41.22,6.48,133.56,0.08,0.12,0.67,0.40,0.19,0.00,27.97,878.91,1.47,23.85,82.44,1612.07,0.00,74.47,59.04,0.00,1.66,129.70,48.58,0.05,0.74,0.90,19.14,0.33,72.14,209.05,1.03,16.19,0.41,7.88,4.42,0.74,1.00,0.74,2.16,3.46,0.18,0.00,0.01,0.08,0.03,0.00,0.06,0.00,0.19,0.24,0.35,0.03,0.61,0.15,0.08,,0.18,0.21,0.23,0.05,0.14,0.19,4.56,0.16,0.15,0.05,0.10,0.21,"Vegetables and Vegetable Products"
2024-07-20,1:30 PM,"Staples","Frozen Brussel Sprouts","49.07 g",20.61,2.99,42.57,0.05,0.06,0.26,0.17,0.14,0.00,0.00,272.36,0.00,8.88,49.56,756.22,0.00,22.70,22.43,0.00,0.25,94.96,12.76,0.02,0.25,0.24,8.83,0.10,27.48,142.31,0.29,7.36,0.12,4.08,2.01,0.38,0.30,0.20,1.02,2.03,0.19,0.00,0.01,0.10,0.04,0.00,0.06,0.00,0.06,0.11,0.17,0.01,0.41,0.04,0.04,,0.07,0.08,0.08,0.02,0.05,0.07,1.79,0.07,0.06,0.02,0.03,0.08,"Vegetables and Vegetable Products"
2024-07-20,1:30 PM,"Staples","Frozen Kale, Organic","98.15 g",35.33,1.67,88.16,0.06,0.14,0.45,0.17,0.06,0.00,9.81,1698.93,25.52,0.49,63.80,4890.67,0.00,143.05,17.47,0.00,1.58,410.75,147.22,0.07,,0.82,24.54,0.53,41.22,141.33,0.98,15.70,0.26,5.20,2.26,0.41,0.28,0.25,1.19,2.86,1.19,0.00,0.09,0.59,0.16,0.00,0.33,0.25,0.15,0.16,0.26,0.04,0.33,0.14,0.17,,0.17,0.20,0.17,0.03,0.15,0.17,2.89,0.12,0.13,0.03,0.10,0.16,"Vegetables and Vegetable Products"
2024-07-20,1:30 PM,"Staples","Frozen Edamame, Green or Immature","36.75 g",44.47,9.92,26.74,0.07,0.06,0.34,0.15,0.04,0.00,0.00,64.31,2.94,20.69,114.30,595.00,0.00,5.48,2.24,0.00,0.25,9.81,23.15,0.13,,0.83,23.52,0.38,62.11,160.23,0.29,2.21,0.50,3.27,1.91,0.04,0.55,0.41,0.80,1.32,1.91,0.00,0.47,0.79,0.23,0.00,0.13,0.66,0.16,0.27,0.50,0.05,0.74,0.16,0.10,,0.11,0.27,0.27,0.05,0.18,0.25,4.38,0.24,0.12,0.05,0.12,0.12,"Vegetables and Vegetable Products"
2024-07-20,1:30 PM,"Staples","Frozen Artichoke Hearts","18.38 g",9.74,1.25,15.45,0.01,0.02,0.20,0.04,0.01,0.00,0.00,1.47,0.00,6.32,16.35,85.26,0.00,0.12,1.36,0.00,0.03,2.72,3.86,0.02,,0.11,7.72,0.04,13.41,52.55,0.04,11.03,0.07,2.20,1.05,0.00,0.00,0.13,0.18,1.12,0.06,0.00,0.00,0.03,0.01,0.00,0.01,0.00,0.04,0.03,0.03,0.00,0.06,0.03,0.02,,0.03,0.05,0.05,0.00,0.04,0.00,0.53,0.04,0.04,0.00,0.02,0.04,"Vegetables and Vegetable Products"
2024-07-20,1:30 PM,"Staples","Frozen Asparagus","36.75 g",6.62,1.65,34.58,0.02,0.04,0.38,0.06,0.01,0.00,0.00,177.51,0.00,7.68,49.61,227.12,8.82,14.79,8.97,0.00,0.39,29.40,6.62,0.04,0.29,0.21,3.68,0.05,18.01,63.21,1.43,1.10,0.15,0.71,0.59,0.06,0.01,0.01,0.12,0.10,0.15,0.00,0.00,0.07,0.04,0.00,0.00,0.00,0.05,0.05,0.13,0.01,0.18,0.04,0.02,,0.04,0.05,0.05,0.01,0.03,0.06,1.08,0.04,0.03,0.01,0.02,0.04,"Vegetables and Vegetable Products"
2024-07-20,1:30 PM,"Staples","Frozen Cauliflower, Organic","98.15 g",18.65,3.24,92.26,0.04,0.05,0.30,0.10,0.09,0.00,0.00,5.89,0.00,32.88,40.24,23.56,0.00,0.49,30.72,0.00,0.06,11.68,16.68,0.02,0.59,0.40,8.83,0.15,23.56,136.42,0.59,17.67,0.13,3.68,2.65,0.33,0.19,0.04,0.76,0.99,0.22,0.00,0.01,0.10,0.03,0.00,0.08,0.00,0.08,0.08,0.19,0.02,0.21,0.05,0.03,,0.06,0.09,0.08,0.02,0.06,0.07,1.58,0.08,0.06,0.02,0.03,0.08,"Vegetables and Vegetable Products"
2024-07-20,1:30 PM,"Staples","Frozen Carrots","49.07 g",18.16,9.03,44.32,0.01,0.02,0.20,0.09,0.04,0.00,1823.57,4023.54,97.66,4.22,5.40,331.74,0.00,415.35,1.13,0.00,0.40,6.67,17.18,0.04,,0.26,5.40,0.08,15.21,94.22,0.29,28.95,0.17,3.79,1.62,0.14,0.15,1.69,2.00,2.06,0.33,0.00,0.02,0.16,0.06,0.00,0.02,0.00,0.03,0.03,0.06,0.03,0.11,0.01,0.01,,0.02,0.03,0.03,0.01,0.02,0.02,0.28,0.02,0.06,0.00,0.01,0.02,"Vegetables and Vegetable Products"
2024-07-20,1:30 PM,"Staples","Frozen Shiitake Mushrooms","30.59 g",10.40,2.51,27.45,0.00,0.07,1.19,0.46,0.09,0.00,0.00,0.00,0.00,6.97,3.98,0.00,0.00,0.00,0.06,5.51,0.00,0.00,0.61,0.04,,0.13,6.12,0.07,34.26,92.99,1.74,2.75,0.32,2.08,0.76,0.00,0.58,0.00,0.73,1.31,0.15,0.00,0.05,0.02,0.03,0.00,0.00,0.02,0.05,0.05,0.09,0.01,0.21,0.04,0.02,,0.03,0.06,0.04,0.01,0.03,0.03,0.69,0.04,0.04,0.00,0.02,0.04,"Vegetables and Vegetable Products"
2024-07-20,1:30 PM,"Staples","Olive Oil","13.00 g",114.92,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,1.87,7.83,0.13,0.00,0.04,0.07,0.00,0.00,0.00,0.13,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,9.48,1.37,1.80,0.02,0.10,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2024-07-20,12:00 PM,"Staples","Shiloh Farms, Heirloom Multicolor Popcorn, Organic","20.25 g",75.94,,,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,,0.65,,,,,,1.45,,15.19,2.89,,,,0.00,12.29,0.72,0.00,,,0.00,0.00,,,,,,,,,,,,,,,,,2.17,,,,,,"Cereal Grains and Pasta"
2024-07-20,12:00 PM,"Staples","Olive Oil","3.50 g",30.94,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.50,2.11,0.04,0.00,0.01,0.02,0.00,0.00,0.00,0.04,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,2.55,0.37,0.48,0.01,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2024-07-20,12:00 PM,"Staples","Diamond Crystal Kosher Salt","0.70 g",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.00,,0.00,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,""
2024-07-20,12:00 PM,"Staples","Nutritional Yeast","3.75 g",15.00,,,0.10,1.50,0.63,0.50,0.12,1.00,,,,,20.75,,,,,,,,3.25,,,0.43,,,,,,2.50,,1.50,0.75,,,,0.50,0.75,0.25,,,,,,,,0.15,0.10,0.21,0.02,0.32,0.09,0.06,,0.09,0.15,0.16,0.03,0.09,0.09,1.75,0.10,0.11,0.02,0.08,0.10,""
2024-07-20,1:01 PM,"Staples","Brazil Nuts, Unsalted","2.71 g",17.89,13.17,0.09,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.60,0.00,0.00,0.00,0.02,0.00,0.15,0.00,4.34,0.05,,0.07,10.21,0.03,19.68,17.89,52.03,0.08,0.11,0.32,0.20,0.00,0.01,0.06,0.06,0.12,1.82,0.00,0.65,0.66,0.44,0.00,0.00,0.65,0.02,0.06,0.04,0.01,0.09,0.02,0.01,,0.01,0.03,0.01,0.03,0.02,0.02,0.39,0.02,0.01,0.00,0.01,0.02,"Nut and Seed Products"
2024-07-20,1:01 PM,"Staples","Walnuts","2.71 g",17.75,2.01,0.11,0.01,0.00,0.03,0.02,0.01,0.00,0.00,0.33,0.00,1.06,2.66,0.24,0.00,0.03,0.04,0.00,0.02,0.07,2.66,0.04,,0.08,4.29,0.09,9.39,11.97,0.13,0.05,0.08,0.37,0.18,0.00,0.00,0.07,0.07,0.18,1.77,0.00,0.24,1.28,0.17,0.00,0.25,1.03,0.02,0.06,0.05,0.01,0.08,0.02,0.01,,0.02,0.03,0.01,0.01,0.02,0.02,0.41,0.03,0.02,0.00,0.01,0.02,"Nut and Seed Products"
2024-07-20,1:01 PM,"Staples","Pecans, Raw","2.71 g",18.76,1.74,0.10,0.02,0.00,0.03,0.02,0.01,0.00,0.00,0.79,0.24,1.10,0.60,0.46,0.00,0.08,0.03,0.00,0.04,0.10,1.90,0.03,,0.07,3.28,0.12,7.52,11.13,0.10,0.00,0.12,0.38,0.26,0.00,0.01,0.11,0.11,0.12,1.95,0.00,1.11,0.59,0.17,0.00,0.03,0.56,0.01,0.03,0.03,0.00,0.05,0.01,0.01,,0.01,0.02,0.01,0.00,0.01,0.01,0.25,0.01,0.01,0.00,0.01,0.01,"Nut and Seed Products"
2024-07-20,1:01 PM,"Staples","Macadamia Nuts, Raw","2.71 g",19.49,1.14,0.04,0.03,0.00,0.07,0.02,0.01,0.00,0.00,0.00,0.00,1.21,0.30,0.00,0.00,0.00,0.03,0.00,0.01,0.00,2.31,0.02,,0.10,3.53,0.11,5.10,9.99,0.10,0.14,0.04,0.38,0.23,0.00,0.03,0.12,0.12,0.14,2.06,0.00,1.60,0.04,0.33,0.00,0.01,0.04,0.01,0.04,0.03,0.00,0.06,0.01,0.01,,0.01,0.02,0.00,0.00,0.02,0.01,0.21,0.01,0.01,0.00,0.01,0.01,"Nut and Seed Products"
2024-07-20,1:01 PM,"Staples","Almonds, Raw","2.71 g",15.72,12.73,0.12,0.01,0.03,0.10,0.01,0.00,0.00,0.00,0.03,0.00,1.41,1.19,0.03,0.00,0.00,0.00,0.00,0.70,0.00,7.30,0.03,,0.10,7.33,0.06,13.06,19.90,0.11,0.03,0.08,0.58,0.34,0.00,0.02,0.11,0.12,0.24,1.36,0.00,0.86,0.33,0.10,0.00,0.00,0.33,0.03,0.07,0.07,0.01,0.17,0.04,0.01,,0.02,0.04,0.02,0.00,0.03,0.03,0.57,0.02,0.02,0.01,0.01,0.02,"Nut and Seed Products"
2024-07-20,1:01 PM,"Staples","Cashews, Raw","2.71 g",15.01,7.11,0.14,0.01,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,1.66,0.68,0.60,0.00,0.00,0.01,0.00,0.02,0.93,1.00,0.06,,0.18,7.93,0.04,16.10,17.91,0.54,0.33,0.16,0.82,0.09,0.00,0.64,0.16,0.16,0.73,1.19,0.00,0.65,0.21,0.21,0.00,0.00,0.21,0.02,0.06,0.05,0.01,0.12,0.03,0.01,,0.02,0.04,0.03,0.01,0.03,0.02,0.49,0.03,0.02,0.01,0.01,0.03,"Nut and Seed Products"
2024-07-20,1:01 PM,"Staples","Filberts, Raw","2.71 g",17.05,6.03,0.14,0.02,0.00,0.05,0.02,0.02,0.00,0.08,0.30,0.00,1.24,3.07,2.50,0.00,0.03,0.17,0.00,0.41,0.39,3.09,0.05,,0.13,4.42,0.17,7.87,18.46,0.07,0.00,0.07,0.45,0.26,0.00,0.01,0.11,0.12,0.19,1.65,0.00,1.24,0.21,0.12,0.00,0.00,0.21,0.02,0.06,0.05,0.01,0.10,0.02,0.01,,0.01,0.03,0.01,0.01,0.02,0.02,0.41,0.02,0.01,0.01,0.01,0.02,"Nut and Seed Products"
2024-07-20,10:40 PM,"Staples","Melatonin XR","300.00 mcg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
